STCOFIPS,AVLN_AFREQ,CFLD_AFREQ,CWAV_AFREQ,DRGT_AFREQ,ERQK_AFREQ,HAIL_AFREQ,HWAV_AFREQ,HRCN_AFREQ,ISTM_AFREQ,LNDS_AFREQ,LTNG_AFREQ,RFLD_AFREQ,SWND_AFREQ,TRND_AFREQ,TSUN_AFREQ,VLCN_AFREQ,WFIR_AFREQ,WNTW_AFREQ,AVLN_RISKR,CFLD_RISKR,CWAV_RISKR,DRGT_RISKR,ERQK_RISKR,HAIL_RISKR,HWAV_RISKR,HRCN_RISKR,ISTM_RISKR,LNDS_RISKR,LTNG_RISKR,RFLD_RISKR,SWND_RISKR,TRND_RISKR,TSUN_RISKR,VLCN_RISKR,WFIR_RISKR,WNTW_RISKR,AVLN_AFREQ_missing,ST,STATE,ST_ABBR,STCNTY,COUNTY,LOCATION,AREA_SQMI,E_TOTPOP,EP_POV150,EP_UNEMP,EP_HBURD,EP_NOHSDP,EP_UNINSUR,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EP_NOINT,EP_AFAM,EP_HISP,EP_ASIAN,EP_AIAN,EP_NHPI,EP_TWOMORE,EP_OTHERRACE
30055,NA,NA,1.672364612238008,21.636363636363637,9.773248375e-5,2.078169333702804,1.114705449974025,NA,0.01489,0.01,17.975215543381243,0.916666666666667,1.822062793231359,0.317953250914446,NA,NA,6.25012195227e-4,4.087216024037755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30055,McCone County,"McCone County, Montana",2642.22418537757,1746,8.5,2.5,9.1,3.1,5.8,29.3,16.9,13.5,1.6,0.4,9.6,0,16.2,1.1,0,1.8,15.5,0,0,1.8,4.5,0,3.3,0
30057,0.03333333333,NA,5.6990200799e-5,76.58122660192441,0.00442781715421,0.409298785441329,0,NA,0.01489,0.018373748176966,9.961303682630824,0.416666666666667,0.320562763825246,0.082237038604509,NA,NA,8.9720785568e-4,10.90190285547136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30,Montana,MT,30057,Madison County,"Madison County, Montana",3588.154704601578,8742,12.8,2.3,22.8,3.6,8.9,30.2,15,14.8,0.7,0,8.3,5.4,7.8,1.6,1.7,3.2,14.3,0,4.5,0.8,0.3,0,2.1,0.5
30059,NA,NA,0.496950773869388,71.59090909090911,0.00101359875181,1.129348543106982,1.580007424e-5,NA,0.01489,0.01,9.956289927321745,0.208333333333333,0.591279725754709,0.150968318708255,NA,NA,5.9603858507e-4,13.43529445259208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30059,Meagher County,"Meagher County, Montana",2391.86711186235,1948,20.1,1.5,20.9,2.8,6.3,32.8,15.3,15.3,0,0,7.6,0.3,15.1,0.4,0.4,1.5,20.6,0.1,2.6,0.3,4.7,0,0.1,0
30061,0.01,NA,0.742535838175966,28.15290159033659,0.001137215421039,0.338227483930728,0.247989441568202,NA,0.210008553079254,0.048076604759318,4.964990334004003,0.208333333333333,0.26410999346423,0.016280995751005,NA,NA,0.003715650920287,15.666105818108186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30,Montana,MT,30061,Mineral County,"Mineral County, Montana",1219.618925012824,4652,22.1,3.6,23.5,6.9,7.5,27.9,20.8,18.5,4.1,0,9.8,0.4,18.3,2,1.9,1.4,20.7,0.7,3.3,0.6,1.4,0,3.6,0.2
30063,0.06666666666,NA,1.564960872443724,22.35333074222838,0.001922196499104,0.46024387474593,0.057656112943494,NA,0.191423524511861,0.041370426324223,5.951165737959114,0.958333333333333,0.291129067109448,0.032830511749174,NA,NA,0.00524629143854,12.32651477535569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30,Montana,MT,30063,Missoula County,"Missoula County, Montana",2593.007748379592,118541,19.9,4.5,29.3,3.6,6.5,16.4,18.3,12.3,4.9,0.4,12.6,12.8,9.2,1.7,5.5,2.6,8.4,0.6,3.6,1.8,2,0.1,4.1,0.4
30065,NA,NA,0.309872606750374,74.41559473259177,1.78759749063e-4,2.198979162117784,0.74375102572052,NA,0.01489,0.01,18.04315796089559,0.958333333333333,0.947693681688866,0.158575809972193,NA,NA,0.002577948751978,4.710052515412674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30065,Musselshell County,"Musselshell County, Montana",1868.956748886092,4924,22.8,4.9,20.3,8.9,5.8,28.8,18.7,18,3,0.3,9.6,0.4,17.1,3,3.3,0.9,19.4,0,3.4,0,2.3,0,4,0
30067,0.06666666666,NA,0.057734381781272,66.15647699318542,0.002707460952719,0.743400914071747,0.021613634564949,NA,0.01489,0.013798207350356,11.158258736293268,0.291666666666667,0.410889960694244,0.05342371354706,NA,NA,0.001292910863008,14.153378188267537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30,Montana,MT,30067,Park County,"Park County, Montana",2802.478230140152,17320,20.2,3.3,25.8,3.1,9.6,23.7,16.6,11.5,4,0.1,7.7,5.3,8.2,1.6,4.4,1.9,12.5,0.2,3.3,0.3,0.7,0,3,0.1
30069,NA,NA,0.805096696542062,66.18181818181814,1.50179549061e-4,1.450229378302589,0.990835075392382,NA,0.01489,0.01,16.470878098854104,0.833333333333333,0.719888994933002,0.168058470626999,NA,NA,0.00368355836699,4.520603249545408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30069,Petroleum County,"Petroleum County, Montana",1655.623855227822,416,20.4,0.8,14.8,0.3,4.6,21.9,17.3,6.5,2.1,0,1.9,0,21.2,1.6,0,0,10.1,0,0,1.9,0,0,0,0
30071,NA,NA,2.759532677079325,36.90909090909091,1.01198399867e-4,0.995854659411816,0.92085537934121,NA,0.014890002430261,0.010000001632143,13.382783005092447,2,0.932897143749619,0.327228290168837,NA,NA,7.94831034269e-4,3.859967814151854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30071,Phillips County,"Phillips County, Montana",5140.419232808524,4233,21.1,3.4,15.9,6.8,9.4,22.8,23.5,15.6,4.1,0,17.5,1.3,13.7,1.8,2.1,2.3,17.4,0,2.3,0,5.4,0,9.8,0
30073,NA,NA,1.502647387337055,49.17388776593702,0.001224234694556,0.687876584955495,0,NA,0.01489,0.01,6.098185661002415,0.333333333333333,0.490348292774619,0.044619304098412,NA,NA,4.55612069791e-4,9.759166871454337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30073,Pondera County,"Pondera County, Montana",1624.566008418148,5987,29.1,6.4,21.3,12,7.4,21.2,23.4,18.4,3.2,1.3,21.1,3.9,13.8,3.2,5.8,3.4,16,0.1,2.4,0.2,16.4,0,2.2,0
30075,NA,NA,0.186053251583919,62.68181818181825,1.96947095538e-4,2.16387484532502,0.80533790691208,NA,0.01489,0.01,27.4073369510658,1,0.956935239415249,0.296848429833447,NA,NA,0.006953056839178,4.718331927025886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30075,Powder River County,"Powder River County, Montana",3298.194798751844,1773,19.7,1,18.1,10.7,7.7,29.1,16.9,17.5,0.9,0,8.2,0.3,20.6,1.3,5.1,3,19.7,0,2.3,1.3,1.6,0,3,0
30077,0.03333333333,NA,2.098544384470618,45.38695332790389,0.002057867706158,0.71518307546262,0,NA,0.014864770121174,0.07181858446684,8.275909989656183,0.333333333333333,0.374625027362702,0.047934121037231,NA,NA,0.004171759800435,9.905999391966448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30,Montana,MT,30077,Powell County,"Powell County, Montana",2326.041036710506,6998,19.3,4.8,14.7,7.5,6.6,20.2,14.6,21.5,3,0,12.2,2.9,15.8,2,3.6,24.1,17.7,0.9,2.2,1.5,4.4,0,3.1,0.1
30079,NA,NA,1.114551083591331,34.04545454545455,7.2814162138e-5,2.044742746304825,1.114551083591332,NA,0.01489,0.01,20.18347987408312,0.875,1.449987155014737,0.161364423841919,NA,NA,0.00153561532095,4.272445820433439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30079,Prairie County,"Prairie County, Montana",1736.601931552604,1283,42,2.9,22.5,13.8,5.8,32,22.6,18.4,0,0,10.3,0,20.5,0,5.2,2.2,13.4,0,0.9,4,0.1,0,0,5.3
30081,0.05,NA,1.111191508659851,32.16690185939845,8.16911542817e-4,0.379099582190228,1.12481236717e-4,NA,0.120904219193327,0.015169561187244,6.720462677732303,0.833333333333333,0.205465929494629,0.031708107764982,NA,NA,0.013425021484579,12.22436404374738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30,Montana,MT,30081,Ravalli County,"Ravalli County, Montana",2390.965481066522,44876,16.1,4.4,22.7,7,9.8,26.2,18.8,18.6,3.4,0,9.9,2.7,8.3,1.2,4,0.9,12.5,0.2,3.8,0.4,0.4,0,4.5,0.4
30083,NA,NA,1.982587958606539,20.925605355927708,7.862260278e-5,2.216848436955874,0.99104223267156,NA,0.123859354613371,0.01,20.31273825044848,1.25,1.722105389235017,0.259438261855688,NA,NA,3.79388077033e-4,3.902270658350996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30083,Richland County,"Richland County, Montana",2084.554858576632,11366,15.4,4.9,23.9,4.3,7.1,16.9,25.4,13.2,4.1,0.3,12.3,7.3,15.5,1.2,7.4,0.4,15.8,0.2,5.8,0.1,0.2,1,5,0.1
30085,NA,NA,3.444450688816411,22.11977983044031,1.06058673571e-4,1.974609789480262,0.996833903990397,NA,0.092474511770829,0.01,19.82647009152876,1.5,1.56757033718152,0.292803958828261,NA,NA,8.81796596576e-4,3.7407587018816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30085,Roosevelt County,"Roosevelt County, Montana",2354.601223273054,10799,44,8.6,17,6.8,31.3,11.6,33.5,13.8,5.6,0.1,67.6,2.4,11.8,3.4,10.6,2.6,32.2,0.3,3.7,0.7,56.2,0,6.5,0.1
30087,NA,NA,0.495901397293082,59.39630947085745,1.75747639505e-4,1.714125959119773,1.011543819049854,NA,0.01489,0.01,21.809326777327016,0.916666666666667,0.911371722908041,0.478961961404983,NA,NA,0.002903815630349,4.166671443307605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30087,Rosebud County,"Rosebud County, Montana",5008.132973676666,8310,32.7,9.2,24.4,10.3,16.4,16.5,29.1,17.9,6.6,0.9,48.5,4.3,19.2,4.3,7.1,1.1,25.2,0.1,5.3,0.6,37.8,0,4.6,0
30089,0.01666666666,NA,0.854875693936858,31.8416535185433,0.001966970490287,0.302014172848584,0.209630332659447,NA,0.198438635282139,0.01,4.520161789823287,0.791666666666667,0.239636716806454,0.036786370941944,NA,NA,0.001535879060433,11.059067384629795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30,Montana,MT,30089,Sanders County,"Sanders County, Montana",2760.399230312444,12615,31.8,5.2,30,9.4,12.3,31.9,17.5,21.5,1.9,0.4,11,0.4,15.7,1.8,5.7,1.8,15.9,0.3,3.4,0.2,2.9,0.1,3.9,0.1
30091,NA,NA,3.83936469961098,19.951245444610233,1.20237185152e-4,1.431509450229996,0.74313259940016,NA,0.186687895253262,0.010000005622123,17.59768209703957,0.583333333333333,1.050636012240396,0.15079420396184,NA,NA,2.91327064272e-4,4.334799516001707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30091,Sheridan County,"Sheridan County, Montana",1676.94011575799,3700,16.6,1.5,18.2,9.5,11.1,22.5,21.8,17.4,3,0.1,10.4,3.6,7.9,0.9,3.1,2.8,15.6,0,4.5,0,1.5,0.2,3.8,0.2
30093,0.06666666666,NA,2.102898513260053,69.66445287994442,0.001639911134251,0.655542166417574,0,NA,0.01489,0.01,10.409246806921606,0.25,0.319862470876628,0.021964805353553,NA,NA,0.001127831069567,9.2156434845808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30,Montana,MT,30093,Silver Bow County,"Silver Bow County, Montana",717.983027797438,35306,25.1,4.6,23.7,6.5,7.1,19.5,20.2,19.4,5.4,0.4,10.3,9.2,5.5,0.7,6.8,3.7,15.3,0.2,4.6,0.5,1.7,0,3.2,0.1
30095,0.03333333333,NA,0.144666238156236,73.56646702792702,6.69878467074e-4,1.720907393415687,0.44365149323409,NA,0.01489,0.034229212001163,12.470202153140445,0.583333333333333,0.714853114282128,0.079169184759819,NA,NA,0.001313267240498,8.746223273429875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30,Montana,MT,30095,Stillwater County,"Stillwater County, Montana",1796.745345499286,8978,13.2,2.6,18,7.1,4.3,24.4,20.7,17.1,4.1,0.1,8.3,0.4,11.7,2.2,3.3,1.4,15.4,0.1,4.2,0.4,0.4,0,2.9,0.3
30097,0.03333333333,NA,0.16159068438041,70,8.96228513757e-4,1.421581570989128,0.138541440237902,NA,0.01489,0.01,12.595554530798044,0.333333333333333,0.600721659069543,0.058908212810248,NA,NA,0.001010778472754,10.333713989072788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,30,Montana,MT,30097,Sweet Grass County,"Sweet Grass County, Montana",1855.53531981178,3697,14.8,2.1,16.5,4,9.2,24.6,20.2,14.4,2.1,0.3,9,0.7,10.1,1.1,3.5,0.7,14.2,1.5,2.3,0,1,0,3.5,0.6
30099,NA,NA,0.973924110443199,43.19663931483753,0.001174368478202,0.793799251759286,0,NA,0.01489,0.01,6.171869541415636,0.291666666666667,0.582059523244063,0.099339327464498,NA,NA,6.76806561963e-4,14.39535702998664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30099,Teton County,"Teton County, Montana",2271.614733147732,6238,21.7,2.1,22.9,10.2,8.5,22.9,24.8,12.7,2.4,0.1,7.8,3.6,7.1,1.8,6.4,4.6,17.2,0.9,1.8,0,1.6,0,3.3,0.2
30101,NA,NA,2.168834152814148,47.793047053166866,8.61099456558e-4,0.56290658981943,0,NA,0.01489,0.01,6.165773731633022,0.208333333333333,0.442670814429949,0.047568073046609,NA,NA,2.05555741363e-4,4.711635777272852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30101,Toole County,"Toole County, Montana",1914.863367801984,5018,27.4,3.9,22.8,12.6,9.3,17.7,20.6,18.5,1.4,0.3,14.9,6.5,11.7,2.2,6.8,12.6,12.9,1.6,4.2,0.7,5.5,0,3,0
30103,NA,NA,0.309842231365313,61.727272727272755,1.4908140974e-4,1.709854933795195,0.991397623281023,NA,0.01489,0.01,21.603927231669132,0.458333333333333,0.900161524955515,0.053791874300417,NA,NA,0.002173921712705,4.089576443181961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30103,Treasure County,"Treasure County, Montana",977.800253983344,680,24,1.1,17.7,5.9,4.9,22.4,17.4,15.3,4.8,0,5.6,1.8,16,2.4,5.1,0,11.4,0,4.3,1.2,0.1,0,0,0
30105,NA,NA,3.808350455435311,22.172150635321145,1.08989355408e-4,1.513697940729351,0.915045848188171,NA,0.014890005768332,0.010000003873964,15.538387830106505,3.041666666666667,1.379571004955966,0.459375974208994,NA,NA,3.32439126651e-4,3.689943148656854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30105,Valley County,"Valley County, Montana",4926.113205738944,7552,20.8,4,18.7,6.7,7,23.5,22.6,16.3,4.3,0,15.6,3.8,5.1,1,4.6,2.1,16.2,0.4,2.7,0.1,7.8,0,4.2,0.4
30107,NA,NA,0.552479505852464,71.27272727272722,4.08066578565e-4,1.771425250129756,0.183306578934631,NA,0.01489,0.01,14.314657551217143,0.583333333333333,0.681198687226957,0.112401425603386,NA,NA,3.90457184576e-4,5.95959107865312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30107,Wheatland County,"Wheatland County, Montana",1422.480230112392,2060,29.1,0.2,14.1,7.6,19.7,28.8,20.9,10.6,5.6,0,6.4,0,10.7,0.5,2.5,4,21.1,2.4,2.1,0.4,0.5,0,0.9,0
30109,NA,NA,1.362229102167184,19.727272727272737,5.8034257378e-5,2.401977387461647,0.990712074303406,NA,0.329812760975027,0.01,21.330564293968713,0.708333333333333,1.500843307606847,0.143732031997422,NA,NA,6.85965195004e-4,4.70588235294118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30109,Wibaux County,"Wibaux County, Montana",889.571092522898,1119,25.8,0,17,4.9,10.1,22.3,26.7,17.6,1.1,0.7,11.7,0,13.7,3.2,2.6,1.8,19.3,0.9,7.2,0.5,0.2,0,0.7,2.1
30111,NA,NA,0.186092924762244,75.40199292646615,2.34154521886e-4,2.142788281912917,0.743125807982458,NA,0.01489,0.014250376897005,17.82986113735808,1.25,0.881956944190491,0.145392585894769,NA,NA,0.002387379930683,4.385745754723419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,30,Montana,MT,30111,Yellowstone County,"Yellowstone County, Montana",2633.255184952942,165524,17.7,3.5,25,4.7,6.2,17.5,23.1,13.2,5.9,0.3,15.6,7.9,10.1,1.6,4.6,2.1,10.7,0.5,6.2,0.8,3.6,0.1,3.8,0.6
31001,NA,NA,0.619195046439629,27.68414507586812,1.67351949025e-4,7.704367640709505,0.804953560371517,NA,0.519764441063067,0.01,41.75769801101894,0.833333333333333,4.295063624600076,0.594974008267965,NA,NA,2.5412217875e-5,2.724458204334367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,31,Nebraska,NE,31001,Adams County,"Adams County, Nebraska",563.273718180864,31143,20.4,2.7,22.6,7.6,5.9,18.1,24.3,14.4,6,2.1,16.2,5.8,4.6,2.1,5,4.2,13.3,0.7,11.7,1.2,0.2,0,2.2,0.4
31003,NA,NA,1.114551083591331,14.31454882683208,2.24880436185e-4,6.003225067529232,0.743034055727554,NA,0.688102288622578,0.01,34.82234269708439,0.916666666666667,2.312792496474243,0.747770143315958,NA,NA,3.19958076516e-4,4.210526315789472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,31,Nebraska,NE,31003,Antelope County,"Antelope County, Nebraska",857.156610312782,6302,17.9,2.1,14.5,6.4,6.4,23.7,24.3,14.4,2.3,1.2,5.8,2.3,4.2,1.6,3.8,0.9,19.6,0.9,3.6,0.1,0.1,0,0.7,0.4
31005,NA,NA,0.86687306501548,63.95454545454545,8.7186138532e-5,6.49875592282993,0,NA,0.02977963887083,0.01,32.744154610370245,0,2.005771182880504,0.422729206591221,NA,NA,0.002063276496207,5.077399380804953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,31,Nebraska,NE,31005,Arthur County,"Arthur County, Nebraska",715.151463837998,485,20.8,0.4,18.5,3.5,6.6,23.5,31.8,16.5,1.1,0,7,0,10.3,2.8,3.4,0,16.9,0,1.2,0,0.2,0,5.4,0.2
31007,NA,NA,1.300422097884104,77.3181818181818,1.43893674299e-4,5.925198040060385,0,NA,0.04505160450235,0.01,28.579364626117226,0,1.343751717191733,0.614589778550011,NA,NA,0.00101112684637,5.882862241817712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,31,Nebraska,NE,31007,Banner County,"Banner County, Nebraska",746.038472867936,670,13.1,3.3,6.4,8.8,3.6,30.3,20.7,14.8,1.6,1.3,8.2,0,4.7,0.4,2.4,0,23.3,0,5.1,0.9,0,0,2.2,0
31009,NA,NA,1.238414170040295,34.04545454545454,1.29222925679e-4,6.221414012359756,0.619202454796871,NA,0.082871387427929,0.01,37.19460819766216,0,1.891642375601488,0.388518907195098,NA,NA,8.47005375609e-4,4.396368173740338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,31,Nebraska,NE,31009,Blaine County,"Blaine County, Nebraska",710.70178539286,384,20.1,1.9,18.9,9.6,7.6,37.5,14.8,23.4,0,0.8,0,0,18.7,1,1.5,0,15.4,0,0,0,0,0,0,0
31011,NA,NA,0.990712074303407,16.834101537213655,1.87719666438e-4,6.299577032073641,0.743034055727554,NA,0.609517469075589,0.01,41.621988539822034,1.041666666666667,2.737628211305375,1.589379455111078,NA,NA,6.574605937e-5,3.715170278637768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,31,Nebraska,NE,31011,Boone County,"Boone County, Nebraska",686.542904100278,5397,16.9,1,15.4,6.1,4.5,22.9,23.7,14,2.3,0.2,4.5,2.3,1.1,0.2,3.6,1.9,17.1,0.1,2.8,0.3,0.1,0,1.3,0
31013,NA,NA,1.548146590176237,87.19827634221276,2.77911955472e-4,4.913627777634292,0,NA,0.029779646866304,0.01,29.767787597128283,0.083333333333333,1.403827710296381,0.566676822082295,NA,NA,5.20952172704e-4,5.44944391356115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,31,Nebraska,NE,31013,Box Butte County,"Box Butte County, Nebraska",1075.146761662246,10778,20.6,4,22.3,8.1,8.8,19.1,25.3,13.3,5.1,0.6,19.9,8.1,4.9,2.6,5.4,1.8,9.9,3.4,13.3,0.7,2,0,0.6,0
31015,NA,NA,1.176470588235294,22.909090909090896,2.73747740886e-4,5.347183610335391,0.619195046439629,NA,0.669450993691223,0.01,32.758519240854,0.416666666666667,2.255872508426426,0.271499535015471,NA,NA,5.12815352785e-4,4.8297213622291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,31,Nebraska,NE,31015,Boyd County,"Boyd County, Nebraska",539.42561193249,1767,21.6,1.8,17.7,4.8,8.3,33.3,18.3,18.7,0.6,0.5,7.4,0.6,12.2,0,1.4,1.7,17.7,0.3,3.2,0,2.8,0,0.5,0.5
31017,NA,NA,1.30039883494621,32.454545454545446,1.7420369291e-4,5.436191336947472,0.557302999464278,NA,0.133057992759623,0.01,34.97384769176464,0,1.737959347580486,0.608594285581269,NA,NA,0.001271928691378,4.953869270288917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,31,Nebraska,NE,31017,Brown County,"Brown County, Nebraska",1221.403290000396,2691,20.6,0.5,27.3,7.5,7.3,28.9,19.1,14,2.5,1.4,8.7,3.6,6.3,0,2.9,1.4,14.4,0,4,0,0.1,0,4.1,0.4
31019,NA,NA,0.557275541795665,33.83063983160311,1.38362602729e-4,7.27284956796335,0.743034055727555,NA,0.348245309256166,0.01,38.4709806244925,0.958333333333333,3.6863758103297952,0.855740634808444,NA,NA,1.18802545169e-4,3.591331269349853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,31,Nebraska,NE,31019,Buffalo County,"Buffalo County, Nebraska",968.219918184812,50103,20.2,2.9,24.5,7.4,7.2,15.6,22.8,13.2,5.6,1.8,14.5,9.3,6.5,1.4,4.3,4.1,10.3,0.8,9.7,1.5,0.2,0,2.1,0.1
31021,NA,NA,0.990712074303405,13.48645345910306,1.4282287615e-4,6.805470666170592,1.547987616099075,NA,0.739893566682419,0.01,49.989832954546,0.666666666666667,4.437918083044138,0.39127682143111,NA,NA,5.98986880502e-4,3.095975232198144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,31,Nebraska,NE,31021,Burt County,"Burt County, Nebraska",491.58508956612,6717,21.1,2.7,17.6,9,9.6,24,22.9,18,5.1,0,8.8,1.3,4.3,0.7,5.5,1.5,19.5,0.4,3.6,0.6,0.8,0.2,2.6,0.5
31023,NA,NA,0.495356037151702,15.14692280185144,1.86117297656e-4,7.641075842581579,1.362229102167184,NA,0.659127535289144,0.01,51.32553932678228,0.916666666666667,4.219572317502045,0.615099349498113,NA,NA,3.5479416921e-5,2.538699690402471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,31,Nebraska,NE,31023,Butler County,"Butler County, Nebraska",584.893219746914,8373,14.9,0.7,15.9,7.6,6.6,20.5,23.5,11.7,4.6,2.3,8.6,1,7.1,1.1,2.7,1.8,14,0.1,4.9,0.1,0.3,0,3.2,0.1
31025,NA,NA,0.557275541795666,12.808511233620573,1.18165457317e-4,7.357270934479991,1.91950464396285,NA,0.863609294847532,0.01,65.49148961681531,2.041666666666667,4.286058883652356,0.490200551577627,NA,NA,3.3974849832e-5,2.910216718266254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,31,Nebraska,NE,31025,Cass County,"Cass County, Nebraska",557.346267535498,26749,14.1,2.2,21.3,4.6,7,18,23.3,12.6,3.8,0.2,8.1,3.5,4.6,1.4,3.5,0.9,11.6,0.2,3.8,0.4,0.3,0.2,2.6,0.6
31027,NA,NA,1.176470588235293,15.097620898753732,1.5932825324e-4,6.394619449185335,0.804953560371517,NA,0.952059561116915,0.01,35.00811157174893,0.75,3.361961409345987,0.623135794593797,NA,NA,4.52335278998e-4,4.148606811145508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,31,Nebraska,NE,31027,Cedar County,"Cedar County, Nebraska",740.243510035054,8375,11.1,2,13.3,5.3,6,21.6,25.6,10.4,3.5,0.1,4.4,1.3,3.4,0.8,2.8,1.6,19.1,0.1,2.3,0.2,0.4,0,1.3,0
